Date,Time,L/S,Trade #,Valid Entry?,MAE (pts),MFE (pts),Trade Outcome,,Real $ Premium Scaling,,,Real $ Speed Scaling,,,,,Hour,Win Streak (YES),Loss Streak (YES),,,,,,,,,,,
6/10/2026,1:00:00 PM,LONG,T18,YES,-,120,Took Profit,,$80.00,"$23,760.00",,$160.00,"$9,960.00",,,,13,8,0,,,,,,,,,,,
6/10/2026,1:00:00 PM,SHORT,T19,YES,20,340,Took Profit,,$80.00,"$23,840.00",,$160.00,"$10,120.00",,,,13,9,0,,,,,,,,,,,
6/10/2026,2:00:00 PM,LONG,T20,YES,-,40,Took Profit,,$80.00,"$23,920.00",,$160.00,"$10,280.00",,,,14,10,0,,,,,,,,,,,
6/10/2026,3:00:00 PM,LONG,T21,YES,20,80,Took Profit,,$80.00,"$24,000.00",,$320.00,"$10,600.00",,,,15,11,0,,,,,,,,,,,
6/11/2026,8:00:00 AM,LONG,T1,YES,-,820,Took Profit,,$80.00,"$24,080.00",,$320.00,"$10,920.00",,,,8,12,0,,,,,,,,,,,
6/11/2026,8:00:00 AM,LONG,T2,YES,80,820,Took Profit,,$80.00,"$24,160.00",,$320.00,"$11,240.00",,,,8,13,0,,,,,,,,,,,
6/11/2026,8:00:00 AM,SHORT,T3,YES,20,140,Took Profit,,$80.00,"$24,240.00",,$320.00,"$11,560.00",,,,8,14,0,,,,,,,,,,,
6/11/2026,9:00:00 AM,LONG,T4,YES,-,860,Took Profit,,$80.00,"$24,320.00",,$320.00,"$11,880.00",,,,9,15,0,,,,,,,,,,,
6/11/2026,9:00:00 AM,LONG,T5,YES,-,880,Took Profit,,$80.00,"$24,400.00",,$320.00,"$12,200.00",,,,9,16,0,,,,,,,,,,,
6/11/2026,9:00:00 AM,SHORT,T6,YES,-,-,Took Loss,,-$320.00,"$24,080.00",lossU,"-$1,280.00","$10,920.00",lossU,,,9,0,1,,,,,,,,,,,
6/11/2026,10:00:00 AM,LONG,T7,YES,-,100,Took Profit,,$80.00,"$24,160.00",,$320.00,"$11,240.00",,,,10,1,0,,,,,,,,,,,
6/11/2026,10:00:00 AM,SHORT,T8,YES,-,340,Took Profit,recovery,$320.00,"$24,480.00",Urtc,"$1,280.00","$12,520.00",Urtc,,,10,2,0,,,,,,,,,,,
6/11/2026,10:00:00 AM,LONG,T9,YES,-,140,Took Profit,,$80.00,"$24,560.00",,$320.00,"$12,840.00",,,,10,3,0,,,,,,,,,,,
6/11/2026,10:00:00 AM,LONG,T10,YES,-,140,Took Profit,,$80.00,"$24,640.00",,$320.00,"$13,160.00",,,,10,4,0,,,,,,,,,,,
6/11/2026,10:00:00 AM,SHORT,T11,YES,40,322,Took Profit,,$80.00,"$24,720.00",,$320.00,"$13,480.00",,,,10,5,0,,,,,,,,,,,
6/11/2026,10:00:00 AM,LONG,T12,YES,-,20,Took Loss,,-$320.00,"$24,400.00",lossV,"-$1,280.00","$12,200.00",lossV,,,10,0,1,,,,,,,,,,,
6/11/2026,11:00:00 AM,SHORT,T13,YES,20,40,Took Profit,,$80.00,"$24,480.00",,$320.00,"$12,520.00",,,,11,1,0,,,,,,,,,,,
6/11/2026,12:00:00 PM,SHORT,T14,YES,20,200,Took Profit,recovery,$320.00,"$24,800.00",Vrtc,"$1,280.00","$13,800.00",Vrtc,,,12,2,0,,,,,,,,,,,
6/11/2026,12:00:00 PM,SHORT,T15,YES,20,260,Took Profit,,$80.00,"$24,880.00",,$320.00,"$14,120.00",,,,12,3,0,,,,,,,,,,,
6/11/2026,1:00:00 PM,LONG,T16,YES,140,720,Took Profit,,$80.00,"$24,960.00",,$320.00,"$14,440.00",,,,13,4,0,,,,,,,,,,,
6/11/2026,1:00:00 PM,SHORT,T17,YES,-,-,Took Loss,,-$320.00,"$24,640.00",lossW,"-$1,280.00","$13,160.00",lossW,,,13,0,1,,,,,,,,,,,
6/11/2026,2:00:00 PM,LONG,T18,YES,40,420,Took Profit,,$80.00,"$24,720.00",,$320.00,"$13,480.00",,,,14,1,0,,,,,,,,,,,
6/11/2026,2:00:00 PM,SHORT,T19,YES,40,60,Took Profit,recovery,$320.00,"$25,040.00",Wrtc,"$1,280.00","$14,760.00",Wrtc,,,14,2,0,,,,,,,,,,,
6/12/2026,8:00:00 AM,LONG,T1,YES,-,-,Took Loss,,-$320.00,"$24,720.00",lossX,"-$1,280.00","$13,480.00",lossX,,,8,0,1,,,,,,,,,,,
6/12/2026,9:00:00 AM,LONG,T2,YES,40,380,Took Profit,,$80.00,"$24,800.00",,$320.00,"$13,800.00",,,,9,1,0,,,,,,,,,,,
6/12/2026,9:00:00 AM,SHORT,T3,YES,-,60,Took Profit,recovery,$320.00,"$25,120.00",Xrtc,"$1,280.00","$15,080.00",Xrtc,,,9,2,0,,,,,,,,,,,
6/12/2026,10:00:00 AM,SHORT,T4,YES,-,240,Took Profit,,$80.00,"$25,200.00",,$320.00,"$15,400.00",,,,10,3,0,,,,,,,,,,,
6/12/2026,10:00:00 AM,LONG,T5,YES,80,300,Took Profit,,$80.00,"$25,280.00",,$320.00,"$15,720.00",,,,10,4,0,,,,,,,,,,,
6/12/2026,10:00:00 AM,SHORT,T6,YES,-,-,Took Loss,,-$320.00,"$24,960.00",lossY,"-$1,280.00","$14,440.00",lossY,,,10,0,1,,,,,,,,,,,
6/12/2026,11:00:00 AM,LONG,T7,YES,-,180,Took Profit,,$80.00,"$25,040.00",,$320.00,"$14,760.00",,,,11,1,0,,,,,,,,,,,
6/12/2026,12:00:00 PM,SHORT,T8,YES,-,20,Took Loss,recovery,"-$1,280.00","$23,760.00",lossZ,"-$5,120.00","$9,640.00",lossZ,,,12,0,1,,,,,,,,,,,
6/12/2026,3:00:00 PM,SHORT,T9,YES,-,100,Took Profit,,$80.00,"$23,840.00",,$160.00,"$9,800.00",,,,15,1,0,,,,,,,,,,,
6/12/2026,3:00:00 PM,LONG,T10,YES,-,120,Took Profit,recovery 2,"$1,600.00","$25,440.00",YZrtc,$640.00,"$10,440.00",YZrtc,,,15,2,0,,,,,,,,,,,
6/16/2026,9:00:00 AM,LONG,T1,YES,20,100,Took Profit,,$80.00,"$25,520.00",,$320.00,"$10,760.00",,,,9,3,0,,,,,,,,,,,
6/16/2026,9:00:00 AM,SHORT,T2,YES,-,600,Took Profit,,$80.00,"$25,600.00",,$320.00,"$11,080.00",,,,9,4,0,,,,,,,,,,,
6/16/2026,10:00:00 AM,LONG,T3,YES,-,-,Took Loss,,-$640.00,"$24,960.00",lossA,"-$1,280.00","$9,800.00",lossA,,,10,0,1,,,,,,,,,,,
6/17/2026,9:00:00 AM,SHORT,T1,YES,-,580,Took Profit,,$80.00,"$25,040.00",,$160.00,"$9,960.00",,,,9,1,0,,,,,,,,,,,
6/17/2026,9:00:00 AM,LONG,T2,YES,-,120,Took Profit,recovery,$320.00,"$25,360.00",Artc,$640.00,"$10,600.00",Artc,,,9,2,0,,,,,,,,,,,
6/17/2026,9:00:00 AM,LONG,T3,YES,100,120,Took Profit,,$80.00,"$25,440.00",,$320.00,"$10,920.00",,,,9,3,0,,,,,,,,,,,
6/17/2026,10:00:00 AM,SHORT,T4,YES,60,540,Took Profit,,$80.00,"$25,520.00",,$320.00,"$11,240.00",,,,10,4,0,,,,,,,,,,,
6/17/2026,10:00:00 AM,LONG,T5,YES,-,120,Took Profit,,$80.00,"$25,600.00",,$320.00,"$11,560.00",,,,10,5,0,,,,,,,,,,,
6/17/2026,10:00:00 AM,LONG,T6,YES,60,140,Took Profit,,$160.00,"$25,760.00",,$320.00,"$11,880.00",,,,10,6,0,,,,,,,,,,,
6/17/2026,11:00:00 AM,LONG,T7,YES,-,140,Took Profit,,$160.00,"$25,920.00",,$320.00,"$12,200.00",,,,11,7,0,,,,,,,,,,,
6/17/2026,11:00:00 AM,SHORT,T8,YES,-,520,Took Profit,,$160.00,"$26,080.00",,$320.00,"$12,520.00",,,,11,8,0,,,,,,,,,,,
6/17/2026,1:00:00 PM,SHORT,T9,YES,40,520,Took Profit,,$160.00,"$26,240.00",,$320.00,"$12,840.00",,,,13,9,0,,,,,,,,,,,
6/17/2026,2:00:00 PM,LONG,T10,YES,-,40,Took Profit,,$160.00,"$26,400.00",,$320.00,"$13,160.00",,,,14,10,0,,,,,,,,,,,
6/17/2026,2:00:00 PM,SHORT,T11,YES,20,120,Took Profit,,$160.00,"$26,560.00",,$320.00,"$13,480.00",,,,14,11,0,,,,,,,,,,,
6/17/2026,2:00:00 PM,LONG,T12,YES,20,300,Took Profit,,$160.00,"$26,720.00",,$320.00,"$13,800.00",,,,14,12,0,,,,,,,,,,,
6/17/2026,2:00:00 PM,LONG,T13,YES,-,100,Took Profit,,$160.00,"$26,880.00",,$320.00,"$14,120.00",,,,14,13,0,,,,,,,,,,,
6/17/2026,2:00:00 PM,SHORT,T14,YES,-,100,Took Profit,,$160.00,"$27,040.00",,$320.00,"$14,440.00",,,,14,14,0,,,,,,,,,,,
6/17/2026,2:00:00 PM,SHORT,T15,YES,20,100,Took Profit,,$160.00,"$27,200.00",,$320.00,"$14,760.00",,,,14,15,0,,,,,,,,,,,
6/17/2026,2:00:00 PM,LONG,T16,YES,-,300,Took Profit,,$160.00,"$27,360.00",,$320.00,"$15,080.00",,,,14,16,0,,,,,,,,,,,
6/17/2026,2:00:00 PM,SHORT,T17,YES,-,-,Took Loss,,-$640.00,"$26,720.00",lossB,"-$1,280.00","$13,800.00",lossB,,,14,0,1,,,,,,,,,,,
6/17/2026,2:00:00 PM,LONG,T18,YES,100,40,Took Profit,,$160.00,"$26,880.00",,$320.00,"$14,120.00",,,,14,1,0,,,,,,,,,,,
6/17/2026,3:00:00 PM,LONG,T19,YES,-,180,Took Profit,recovery,$640.00,"$27,520.00",Brtc,"$1,280.00","$15,400.00",Brtc,,,15,2,0,,,,,,,,,,,
6/18/2026,8:00:00 AM,SHORT,T1,YES,-,-,Took Loss,,-$640.00,"$26,880.00",lossC,"-$1,280.00","$14,120.00",lossC,,,8,0,1,,,,,,,,,,,
6/18/2026,9:00:00 AM,SHORT,T2,YES,-,100,Took Profit,,$160.00,"$27,040.00",,$320.00,"$14,440.00",,,,9,1,0,,,,,,,,,,,
6/18/2026,10:00:00 AM,SHORT,T3,YES,20,40,Took Profit,recovery,$640.00,"$27,680.00",crtc,"$1,280.00","$15,720.00",crtc,,,10,2,0,,,,,,,,,,,
6/18/2026,10:00:00 AM,SHORT,T4,YES,120,80,Took Profit,,$160.00,"$27,840.00",,$320.00,"$16,040.00",,,,10,3,0,,,,,,,,,,,
6/18/2026,11:00:00 AM,LONG,T5,YES,80,280,Took Profit,,$160.00,"$28,000.00",,$320.00,"$16,360.00",,,,11,4,0,,,,,,,,,,,
6/18/2026,11:00:00 AM,SHORT,T6,YES,-,-,Took Loss,,-$640.00,"$27,360.00",lossD,"-$1,280.00","$15,080.00",lossD,,,11,0,1,,,,,,,,,,,
6/22/2026,9:00:00 AM,SHORT,T1,YES,60,340,Took Profit,,$160.00,"$27,520.00",,$320.00,"$15,400.00",,,,9,1,0,,,,,,,,,,,
6/22/2026,9:00:00 AM,SHORT,T2,YES,80,360,Took Profit,recovery,$640.00,"$28,160.00",Drtc,"$1,280.00","$16,680.00",Drtc,,,9,2,0,,,,,,,,,,,
6/22/2026,10:00:00 AM,LONG,T3,YES,-,-,Took Loss,,-$640.00,"$27,520.00",lossE,"-$1,280.00","$15,400.00",lossE,,,10,0,1,,,,,,,,,,,
6/22/2026,11:00:00 AM,LONG,T4,YES,60,80,Took Profit,,$160.00,"$27,680.00",,$320.00,"$15,720.00",,,,11,1,0,,,,,,,,,,,
6/22/2026,2:00:00 PM,SHORT,T5,YES,-,120,Took Profit,recovery,$640.00,"$28,320.00",Ertc,"$1,280.00","$17,000.00",Ertc,,,14,2,0,,,,,,,,,,,
6/22/2026,3:00:00 PM,LONG,T6,YES,-,120,Took Profit,,$160.00,"$28,480.00",,$320.00,"$17,320.00",,,,15,3,0,,,,,,,,,,,
6/23/2026,8:00:00 AM,LONG,T1,YES,-,-,Took Loss,,-$640.00,"$27,840.00",lossF,"-$1,280.00","$16,040.00",lossF,,,8,0,1,,,,,,,,,,,
6/23/2026,9:00:00 AM,LONG,T2,YES,20,340,Took Profit,,$160.00,"$28,000.00",,$320.00,"$16,360.00",,,,9,1,0,,,,,,,,,,,
6/23/2026,9:00:00 AM,SHORT,T3,YES,-,-,Took Loss,recovery,"-$2,560.00","$25,440.00",lossG,"-$5,120.00","$11,240.00",lossG,,,9,0,1,,,,,,,,,,,
6/23/2026,10:00:00 AM,SHORT,T4,YES,-,420,Took Profit,,$160.00,"$25,600.00",,$320.00,"$11,560.00",,,,10,1,0,,,,,,,,,,,
6/23/2026,10:00:00 AM,LONG,T5,YES,20,60,Took Profit,recovery 2,"$3,200.00","$28,800.00",FGrtc,"$1,280.00","$12,840.00",Frtc,,,10,2,0,,,,,,,,,,,
6/23/2026,12:00:00 PM,SHORT,T6,YES,-,300,Took Profit,,$160.00,"$28,960.00",,$320.00,"$13,160.00",,,,12,3,0,,,,,,,,,,,
6/23/2026,1:00:00 PM,LONG,T7,YES,-,80,Took Profit,,$160.00,"$29,120.00",,$320.00,"$13,480.00",,,,13,4,0,,,,,,,,,,,
6/23/2026,1:00:00 PM,LONG,T8,YES,-,-,Took Loss,,-$640.00,"$28,480.00",lossH,"-$1,280.00","$12,200.00",lossH,,,13,0,1,,,,,,,,,,,
6/23/2026,4:00:00 PM,LONG,T9,YES,-,100,Took Profit,,$160.00,"$28,640.00",,$320.00,"$12,520.00",,,,16,1,0,,,,,,,,,,,
6/24/2026,9:00:00 AM,LONG,T1,YES,100,100,Took Profit,recovery,$640.00,"$29,280.00",Hrtc,"$1,280.00","$13,800.00",Hrtc,,,9,2,0,,,,,,,,,,,
6/24/2026,9:00:00 AM,SHORT,T2,YES,40,520,Took Profit,,$160.00,"$29,440.00",,$320.00,"$14,120.00",,,,9,3,0,,,,,,,,,,,
6/24/2026,9:00:00 AM,LONG,T3,YES,100,220,Took Profit,,$160.00,"$29,600.00",,$320.00,"$14,440.00",,,,9,4,0,,,,,,,,,,,
6/24/2026,9:00:00 AM,SHORT,T4,YES,20,480,Took Profit,,$160.00,"$29,760.00",,$320.00,"$14,760.00",,,,9,5,0,,,,,,,,,,,
6/24/2026,10:00:00 AM,LONG,T5,YES,20,240,Took Profit,,$160.00,"$29,920.00",,$320.00,"$15,080.00",,,,10,6,0,,,,,,,,,,,
6/24/2026,10:00:00 AM,LONG,T6,YES,100,260,Took Profit,,$160.00,"$30,080.00",,$320.00,"$15,400.00",,,,10,7,0,,,,,,,,,,,
6/24/2026,10:00:00 AM,SHORT,T7,YES,-,-,Took Loss,,-$640.00,"$29,440.00",lossi,"-$1,280.00","$14,120.00",lossi,,,10,0,1,,,,,,,,,,,
6/24/2026,11:00:00 AM,LONG,T8,YES,20,80,Took Profit,,$160.00,"$29,600.00",,$320.00,"$14,440.00",,,,11,1,0,,,,,,,,,,,
6/24/2026,2:00:00 PM,SHORT,T9,YES,-,280,Took Profit,recovery,$640.00,"$30,240.00",irtc,"$1,280.00","$15,720.00",irtc,,,14,2,0,,,,,,,,,,,
6/24/2026,2:00:00 PM,LONG,T10,YES,140,720,Took Profit,,$160.00,"$30,400.00",,$320.00,"$16,040.00",,,,14,3,0,,,,,,,,,,,
6/24/2026,3:00:00 PM,SHORT,T11,YES,-,20,Took Loss,,-$640.00,"$29,760.00",lossJ,"-$1,280.00","$14,760.00",lossJ,,,15,0,1,,,,,,,,,,,
6/25/2026,9:00:00 AM,LONG,T1,YES,-,-,Took Loss,,-$640.00,"$29,120.00",lossK,"-$1,280.00","$13,480.00",lossK,,,9,0,2,,,,,,,,,,,
6/25/2026,10:00:00 AM,SHORT,T2,YES,20,40,Took Profit,recovery,$640.00,"$29,760.00",jrtc,"$1,280.00","$14,760.00",jrtc,,,10,1,0,,,,,,,,,,,
6/25/2026,10:00:00 AM,LONG,T3,YES,-,420,Took Profit,recovery,$640.00,"$30,400.00",krtc,"$1,280.00","$16,040.00",krtc,,,10,2,0,,,,,,,,,,,
6/25/2026,10:00:00 AM,SHORT,T4,YES,40,160,Took Profit,,$160.00,"$30,560.00",,$320.00,"$16,360.00",,,,10,3,0,,,,,,,,,,,
6/25/2026,10:00:00 AM,SHORT,T5,YES,-,140,Took Profit,,$160.00,"$30,720.00",,$320.00,"$16,680.00",,,,10,4,0,,,,,,,,,,,
6/25/2026,10:00:00 AM,SHORT,T6,YES,60,220,Took Profit,,$160.00,"$30,880.00",,$320.00,"$17,000.00",,,,10,5,0,,,,,,,,,,,
6/25/2026,11:00:00 AM,SHORT,T7,YES,20,240,Took Profit,,$160.00,"$31,040.00",,$320.00,"$17,320.00",,,,11,6,0,,,,,,,,,,,
6/25/2026,11:00:00 AM,LONG,T8,YES,120,300,Took Profit,,$160.00,"$31,200.00",,$320.00,"$17,640.00",,,,11,7,0,,,,,,,,,,,
6/25/2026,11:00:00 AM,SHORT,T9,YES,20,40,Took Profit,,$160.00,"$31,360.00",,$320.00,"$17,960.00",,,,11,8,0,,,,,,,,,,,
6/25/2026,12:00:00 PM,LONG,T10,YES,60,240,Took Profit,,$160.00,"$31,520.00",,$320.00,"$18,280.00",,,,12,9,0,,,,,,,,,,,
6/25/2026,1:00:00 PM,SHORT,T11,YES,40,140,Took Profit,,$160.00,"$31,680.00",,$320.00,"$18,600.00",,,,13,10,0,,,,,,,,,,,
6/25/2026,1:00:00 PM,SHORT,T12,YES,-,140,Took Profit,,$160.00,"$31,840.00",,$320.00,"$18,920.00",,,,13,11,0,,,,,,,,,,,
6/25/2026,1:00:00 PM,SHORT,T13,YES,20,160,Took Profit,,$160.00,"$32,000.00",,$320.00,"$19,240.00",,,,13,12,0,,,,,,,,,,,
6/25/2026,2:00:00 PM,LONG,T14,YES,-,220,Took Profit,,$160.00,"$32,160.00",,$320.00,"$19,560.00",,,,14,13,0,,,,,,,,,,,
6/25/2026,2:00:00 PM,SHORT,T15,YES,-,180,Took Profit,,$160.00,"$32,320.00",,$320.00,"$19,880.00",,,,14,14,0,,,,,,,,,,,
6/25/2026,2:00:00 PM,LONG,T16,YES,-,180,Took Profit,,$160.00,"$32,480.00",,$320.00,"$20,200.00",,,,14,15,0,,,,,,,,,,,
6/26/2026,9:00:00 AM,LONG,T1,YES,100,400,Took Profit,,$160.00,"$32,640.00",,$320.00,"$20,520.00",,,,9,16,0,,,,,,,,,,,
6/26/2026,9:00:00 AM,LONG,T2,YES,40,440,Took Profit,,$160.00,"$32,800.00",,$640.00,"$21,160.00",,,,9,17,0,,,,,,,,,,,
6/26/2026,9:00:00 AM,SHORT,T3,YES,-,120,Took Profit,,$160.00,"$32,960.00",,$640.00,"$21,800.00",,,,9,18,0,,,,,,,,,,,
6/26/2026,9:00:00 AM,LONG,T4,YES,-,460,Took Profit,,$160.00,"$33,120.00",,$640.00,"$22,440.00",,,,9,19,0,,,,,,,,,,,
6/26/2026,9:00:00 AM,SHORT,T5,YES,-,-,Took Loss,,-$640.00,"$32,480.00",,"-$2,560.00","$19,880.00",,,,9,0,1,,,,,,,,,,,
6/26/2026,10:00:00 AM,LONG,T6,YES,-,240,Took Profit,,$160.00,"$32,640.00",,$320.00,"$20,200.00",,,,10,1,0,,,,,,,,,,,
6/26/2026,11:00:00 AM,LONG,T7,YES,40,240,Took Profit,recovery,$640.00,"$33,280.00",,"$1,280.00","$21,480.00",,,,11,2,0,,,,,,,,,,,
6/26/2026,11:00:00 AM,SHORT,T8,YES,140,300,Took Profit,,$160.00,"$33,440.00",,$640.00,"$22,120.00",,,,11,3,0,,,,,,,,,,,
6/26/2026,11:00:00 AM,SHORT,T9,YES,-,380,Took Profit,,$160.00,"$33,600.00",,$640.00,"$22,760.00",,,,11,4,0,,,,,,,,,,,
6/26/2026,12:00:00 PM,LONG,T10,YES,-,180,Took Profit,,$160.00,"$33,760.00",,$640.00,"$23,400.00",,,,12,5,0,,,,,,,,,,,
6/26/2026,12:00:00 PM,SHORT,T11,YES,80,360,Took Profit,,$160.00,"$33,920.00",,$640.00,"$24,040.00",,,,12,6,0,,,,,,,,,,,
6/26/2026,1:00:00 PM,LONG,T12,YES,-,40,Took Profit,,$160.00,"$34,080.00",,$640.00,"$24,680.00",,,,13,7,0,,,,,,,,,,,
6/26/2026,3:00:00 PM,LONG,T13,YES,-,-,Took Loss,,-$640.00,"$33,440.00",,"-$2,560.00","$22,120.00",,,,15,0,1,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,rec,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
,,,,,,,,,,"$33,440.00",,,"$22,120.00",,,,0,0,0,,,,,,,,,,,
